step,w0,w1,w2,w3,w4,w5,w6
1,0.3557225,0.07959159,0.1457034,0.14233474,0.07339124,0.20325646,0.0
2,0.17591782,0.05714353,0.09451252,0.33232504,0.18138903,0.15871204,0.0
3,0.19565567,0.11158879,0.07306328,0.2526631,0.21428719,0.15274204,0.0
4,0.25093812,0.05946907,0.19239263,0.36376643,0.06485157,0.06858226,0.0
5,0.07303444,0.22034211,0.10746907,0.2984643,0.14395165,0.15673839,0.0
6,0.19820254,0.3326796,0.09000202,0.11863441,0.12926069,0.1312207,0.0
7,0.07170451,0.11634346,0.16720611,0.3077496,0.19595319,0.14104311,0.0
8,0.43674913,0.16088726,0.07470528,0.12566619,0.08061744,0.12137466,0.0
9,0.05125669,0.11953852,0.29569715,0.17637177,0.06432573,0.2928101,0.0
10,0.13199095,0.04968141,0.26531556,0.13233274,0.1789542,0.24172519,0.0
11,0.21599807,0.15287353,0.08062032,0.15923557,0.18477646,0.20649603,0.0
12,0.20528147,0.10717518,0.10607432,0.18700068,0.09728198,0.29718632,0.0
13,0.13459095,0.07711297,0.20062383,0.17396426,0.2868912,0.12681685,0.0
14,0.06708103,0.10983071,0.18605568,0.3334923,0.13796842,0.16557184,0.0
15,0.12728184,0.14627133,0.13836807,0.2430944,0.10098797,0.24399637,0.0
16,0.39583343,0.07589315,0.11668175,0.20051396,0.10625806,0.10481966,0.0
17,0.32610762,0.08062001,0.32577264,0.11081106,0.09620074,0.06048784,0.0
18,0.10519341,0.2738517,0.05820439,0.10113852,0.11130239,0.3503096,0.0
19,0.19401892,0.15100652,0.08744022,0.1463285,0.16665548,0.25455046,0.0
20,0.15399,0.07998649,0.31015733,0.09169285,0.2705996,0.09357376,0.0
21,0.0855701,0.09933712,0.10685463,0.14763239,0.3961376,0.16446823,0.0
22,0.14995472,0.09810245,0.23621638,0.20285898,0.13025485,0.18261257,0.0
23,0.15240915,0.10810816,0.35987583,0.17315762,0.1080444,0.09840488,0.0
24,0.27792364,0.11486303,0.07760949,0.337446,0.10856693,0.08359088,0.0
25,0.07150274,0.11363006,0.33257842,0.08278938,0.07022598,0.32927337,0.0
26,0.09284436,0.23981452,0.13860302,0.0862243,0.24791881,0.19459492,0.0
27,0.20731263,0.12046531,0.16653141,0.16067027,0.21771376,0.12730664,0.0
28,0.21857022,0.15949893,0.20333448,0.12126673,0.06402507,0.2333046,0.0
29,0.22381276,0.1284435,0.09461511,0.3133231,0.1253575,0.11444797,0.0
30,0.1889259,0.18211283,0.2630176,0.08586627,0.21826302,0.06181436,0.0
31,0.24763267,0.21490815,0.06500902,0.14795727,0.26194632,0.06254663,0.0
32,0.1879036,0.24794403,0.06393137,0.23929141,0.16658904,0.09434057,0.0
33,0.08088362,0.31228256,0.06026037,0.12671025,0.2806784,0.13918486,0.0
34,0.16264392,0.11430535,0.09904253,0.21363029,0.23226507,0.17811283,0.0
35,0.21787325,0.07663455,0.25254276,0.06787692,0.23027165,0.1548008,0.0
36,0.05672626,0.07144378,0.23207347,0.2662727,0.31639588,0.05708798,0.0
37,0.19745855,0.3583925,0.10135907,0.1852059,0.0758179,0.08176614,0.0
38,0.0482876,0.16977711,0.07556087,0.20083818,0.23115662,0.27437964,0.0
39,0.18640642,0.21022134,0.3379244,0.16268072,0.05074134,0.05202575,0.0
40,0.30548015,0.22002889,0.09959442,0.10566562,0.15016352,0.11906753,0.0
41,0.15233351,0.09396083,0.09229989,0.2783172,0.31368327,0.06940532,0.0
42,0.15970725,0.37766957,0.06766897,0.076853,0.20680347,0.11129769,0.0
43,0.10816769,0.26321238,0.09401191,0.09089816,0.26941139,0.1742985,0.0
44,0.15856363,0.10902226,0.25720796,0.07553896,0.32399946,0.07566768,0.0
45,0.2308129,0.12611341,0.15307209,0.10844781,0.14552091,0.23603289,0.0
46,0.0844996,0.3498609,0.09434111,0.13323112,0.28107166,0.0569956,0.0
